age,race,gender,education,occupation,decision
44,White,Male,HS-grad,Craft-repair,0
42,Amer-Indian-Eskimo,Male,HS-grad,Transport-moving,0
34,White,Female,Some-college,Adm-clerical,0
45,White,Male,HS-grad,Adm-clerical,0
57,White,Male,HS-grad,Sales,0
59,White,Male,Bachelors,Prof-specialty,1
33,Black,Female,Some-college,Exec-managerial,1
52,Other,Male,HS-grad,Farming-fishing,0
17,White,Female,12th,Sales,0
29,White,Male,HS-grad,Other-service,0
63,White,Male,Bachelors,Sales,1
20,White,Male,Some-college,Handlers-cleaners,0
42,White,Male,Prof-school,Prof-specialty,1
50,White,Male,HS-grad,Farming-fishing,0
55,White,Female,HS-grad,Priv-house-serv,0
27,Black,Female,Assoc-acdm,Adm-clerical,0
28,White,Male,Bachelors,Exec-managerial,0
55,White,Male,Assoc-voc,Machine-op-inspct,0
44,White,Male,Some-college,Craft-repair,0
53,White,Female,Some-college,Protective-serv,0
23,White,Male,HS-grad,Craft-repair,0
25,White,Female,HS-grad,Adm-clerical,0
44,White,Female,Bachelors,Prof-specialty,0
55,White,Male,Masters,Exec-managerial,1
48,White,Male,Some-college,Prof-specialty,1
46,White,Male,HS-grad,Craft-repair,0
26,White,Male,Some-college,Transport-moving,0
30,White,Male,7th-8th,Farming-fishing,0
32,White,Male,Masters,Prof-specialty,1
52,White,Male,HS-grad,Exec-managerial,0
52,White,Male,HS-grad,Sales,1
39,White,Female,HS-grad,Sales,0
57,White,Male,Bachelors,Prof-specialty,1
21,White,Male,HS-grad,Craft-repair,0
22,White,Male,Some-college,Other-service,0
26,White,Male,Some-college,Machine-op-inspct,0
26,White,Male,Some-college,Other-service,0
44,Black,Male,Assoc-voc,Exec-managerial,1
42,White,Female,Some-college,Adm-clerical,0
40,White,Male,Some-college,Transport-moving,0
22,White,Male,11th,Craft-repair,0
62,White,Male,HS-grad,Craft-repair,1
44,White,Male,Some-college,Craft-repair,0
18,White,Female,Some-college,?,0
33,White,Male,1st-4th,Craft-repair,0
45,White,Male,HS-grad,Exec-managerial,0
18,White,Male,11th,Handlers-cleaners,0
32,White,Male,Some-college,Craft-repair,0
33,White,Female,Doctorate,Prof-specialty,1
20,White,Male,Some-college,Prof-specialty,0
68,White,Male,HS-grad,Farming-fishing,0
61,White,Male,7th-8th,Sales,1
48,White,Male,Doctorate,Prof-specialty,1
45,White,Male,HS-grad,Sales,0
36,White,Female,HS-grad,Sales,1
32,Black,Female,HS-grad,Other-service,0
35,White,Female,Bachelors,Other-service,0
39,White,Male,HS-grad,Craft-repair,0
53,White,Male,7th-8th,Machine-op-inspct,0
30,Black,Female,Some-college,Sales,0
37,Asian-Pac-Islander,Male,HS-grad,Transport-moving,0
40,White,Male,Bachelors,Protective-serv,0
25,Black,Female,Some-college,Adm-clerical,0
41,Black,Female,HS-grad,Sales,0
52,White,Male,HS-grad,Farming-fishing,1
33,White,Male,HS-grad,Craft-repair,0
28,White,Male,HS-grad,Craft-repair,0
25,White,Male,HS-grad,Craft-repair,1
53,White,Male,Some-college,Sales,0
44,White,Male,1st-4th,Other-service,0
35,White,Female,HS-grad,Exec-managerial,0
38,White,Male,Some-college,Craft-repair,0
34,White,Male,HS-grad,Machine-op-inspct,0
33,White,Female,HS-grad,Machine-op-inspct,0
24,White,Female,Some-college,Adm-clerical,0
65,Black,Female,HS-grad,Other-service,0
29,White,Male,Assoc-acdm,Sales,0
39,White,Male,Prof-school,Prof-specialty,1
46,White,Male,Some-college,Protective-serv,1
37,White,Male,7th-8th,Farming-fishing,0
47,White,Male,Masters,Exec-managerial,1
62,White,Male,Some-college,Other-service,0
54,White,Male,HS-grad,Sales,0
90,Asian-Pac-Islander,Male,Some-college,Other-service,0
33,White,Male,Assoc-acdm,Craft-repair,0
57,White,Male,Some-college,Exec-managerial,0
25,White,Male,Assoc-acdm,Craft-repair,0
44,White,Male,Some-college,Sales,1
52,White,Male,Bachelors,Other-service,0
21,White,Male,Some-college,Machine-op-inspct,0
31,Black,Male,HS-grad,Other-service,0
39,White,Male,Masters,Transport-moving,0
59,White,Female,HS-grad,Machine-op-inspct,0
29,White,Male,HS-grad,Exec-managerial,0
49,Black,Male,7th-8th,Prof-specialty,0
34,White,Male,9th,Craft-repair,0
22,White,Male,Bachelors,Sales,0
32,Other,Male,Bachelors,Sales,0
39,Black,Female,HS-grad,Other-service,0
46,White,Male,Masters,Prof-specialty,0
50,White,Male,HS-grad,Craft-repair,1
34,White,Male,HS-grad,Other-service,0
28,White,Female,Masters,Prof-specialty,0
18,White,Female,12th,Sales,0
20,White,Male,HS-grad,Sales,0
20,White,Female,HS-grad,Machine-op-inspct,0
55,Amer-Indian-Eskimo,Female,Assoc-voc,Exec-managerial,0
22,Black,Female,Some-college,Sales,0
60,White,Male,Masters,Exec-managerial,0
40,White,Male,10th,Craft-repair,0
47,White,Female,Some-college,Adm-clerical,0
23,White,Female,Bachelors,Exec-managerial,0
57,White,Female,HS-grad,Transport-moving,0
52,White,Male,11th,Other-service,0
42,White,Male,7th-8th,Craft-repair,0
25,White,Male,Assoc-acdm,Handlers-cleaners,0
49,White,Female,HS-grad,Adm-clerical,1
41,White,Male,Some-college,Protective-serv,0
40,Black,Male,Assoc-voc,Other-service,0
38,White,Male,Bachelors,Exec-managerial,1
58,White,Male,HS-grad,Transport-moving,0
26,Black,Female,Bachelors,Other-service,0
57,White,Female,10th,Adm-clerical,0
28,White,Male,HS-grad,Sales,0
42,White,Female,HS-grad,Sales,0
28,White,Male,Some-college,Exec-managerial,0
17,Black,Male,9th,?,0
39,White,Male,9th,Craft-repair,0
28,Black,Male,HS-grad,Machine-op-inspct,0
42,White,Male,HS-grad,Machine-op-inspct,1
51,White,Female,Some-college,Sales,0
27,White,Female,Some-college,Adm-clerical,0
41,White,Female,HS-grad,Adm-clerical,0
28,White,Male,Bachelors,Craft-repair,0
54,White,Female,Some-college,Farming-fishing,1
73,White,Female,HS-grad,?,0
49,White,Female,HS-grad,Adm-clerical,0
47,White,Male,Masters,Exec-managerial,1
27,White,Male,Some-college,Craft-repair,0
42,White,Female,Bachelors,Prof-specialty,1
32,Black,Female,HS-grad,Adm-clerical,0
32,White,Male,HS-grad,Other-service,0
27,White,Male,Masters,Sales,0
29,White,Male,HS-grad,Craft-repair,1
22,White,Male,Assoc-voc,Prof-specialty,0
41,White,Male,HS-grad,Adm-clerical,1
49,White,Male,Some-college,Handlers-cleaners,1
58,White,Male,HS-grad,Farming-fishing,0
41,White,Male,HS-grad,Farming-fishing,1
26,White,Male,9th,Craft-repair,0
21,White,Male,HS-grad,Sales,0
32,White,Female,HS-grad,?,1
37,White,Male,Bachelors,Exec-managerial,1
23,White,Male,Bachelors,Sales,0
42,White,Male,Some-college,Exec-managerial,1
25,White,Male,HS-grad,Sales,1
67,White,Female,Some-college,Adm-clerical,0
41,Black,Female,HS-grad,Transport-moving,0
49,White,Female,Masters,Prof-specialty,1
36,White,Female,Bachelors,Prof-specialty,0
18,White,Male,11th,Craft-repair,0
25,White,Male,5th-6th,Handlers-cleaners,0
43,White,Male,Prof-school,Prof-specialty,0
38,White,Female,Doctorate,Exec-managerial,1
21,White,Male,Some-college,Sales,0
65,White,Male,Bachelors,Sales,0
66,White,Female,Assoc-voc,Prof-specialty,0
33,Black,Male,11th,Transport-moving,0
51,Black,Female,HS-grad,Adm-clerical,0
27,White,Male,HS-grad,Craft-repair,0
17,White,Female,12th,Other-service,0
32,White,Male,Bachelors,Exec-managerial,1
61,White,Female,HS-grad,?,0
38,White,Male,HS-grad,Machine-op-inspct,1
43,White,Female,Some-college,Adm-clerical,0
40,Asian-Pac-Islander,Male,Doctorate,Prof-specialty,1
63,White,Male,Bachelors,Sales,0
76,White,Male,Some-college,?,1
42,White,Female,Assoc-acdm,Adm-clerical,0
43,White,Male,Bachelors,Exec-managerial,1
76,White,Male,Masters,Prof-specialty,1
41,White,Male,Prof-school,Prof-specialty,1
17,White,Male,10th,Prof-specialty,0
30,White,Male,HS-grad,Craft-repair,0
30,White,Male,Bachelors,Prof-specialty,0
22,White,Male,Some-college,Other-service,0
53,Other,Female,Bachelors,?,0
28,Black,Female,HS-grad,Other-service,0
25,White,Female,Assoc-voc,?,0
24,Black,Female,Some-college,Sales,0
47,White,Male,10th,Machine-op-inspct,1
34,White,Male,Assoc-voc,Farming-fishing,0
26,White,Female,Some-college,Sales,0
63,Amer-Indian-Eskimo,Female,Bachelors,?,0
25,White,Male,Assoc-voc,Exec-managerial,0
28,White,Male,Bachelors,Sales,0
36,White,Female,HS-grad,Craft-repair,0
24,White,Male,Bachelors,Exec-managerial,0
51,Asian-Pac-Islander,Female,Bachelors,Exec-managerial,0
44,White,Male,Bachelors,Prof-specialty,1
18,White,Male,12th,Adm-clerical,0
54,White,Male,Some-college,Prof-specialty,1
61,White,Female,Some-college,Adm-clerical,0
51,White,Male,Bachelors,Exec-managerial,1
43,White,Male,7th-8th,Machine-op-inspct,0
51,White,Male,HS-grad,Craft-repair,0
50,Black,Female,HS-grad,Exec-managerial,1
27,White,Female,HS-grad,?,0
24,White,Male,Some-college,Handlers-cleaners,0
20,White,Male,Some-college,Other-service,0
52,White,Male,Bachelors,Exec-managerial,1
57,White,Male,7th-8th,Other-service,0
49,White,Male,Some-college,Sales,0
42,White,Female,Bachelors,Adm-clerical,0
22,White,Female,11th,Sales,0
38,White,Male,Some-college,Tech-support,1
21,White,Female,Some-college,Sales,0
39,White,Male,Bachelors,Protective-serv,1
52,White,Female,Some-college,Prof-specialty,0
25,White,Female,Assoc-acdm,Tech-support,0
50,White,Female,Some-college,Other-service,0
35,White,Male,Some-college,Exec-managerial,0
50,White,Female,Assoc-voc,Prof-specialty,0
58,White,Male,HS-grad,Craft-repair,0
48,White,Male,Bachelors,Exec-managerial,0
30,White,Female,Some-college,Adm-clerical,0
18,White,Male,11th,Handlers-cleaners,0
29,White,Male,HS-grad,Craft-repair,0
52,White,Male,Some-college,Sales,0
63,White,Male,HS-grad,Sales,0
36,White,Female,Masters,Prof-specialty,1
24,White,Female,Some-college,Machine-op-inspct,0
30,Black,Male,Assoc-acdm,Protective-serv,0
23,Other,Male,HS-grad,Machine-op-inspct,0
35,White,Female,HS-grad,?,0
21,White,Female,Bachelors,Other-service,0
28,White,Male,Some-college,Craft-repair,0
20,White,Male,HS-grad,Adm-clerical,0
18,White,Male,11th,Other-service,0
21,White,Female,Some-college,Adm-clerical,0
27,White,Male,HS-grad,Craft-repair,0
42,White,Female,Some-college,Tech-support,0
21,White,Female,Some-college,Other-service,0
51,White,Male,Some-college,Sales,1
27,White,Female,Bachelors,Adm-clerical,0
23,White,Male,HS-grad,Transport-moving,0
57,White,Male,Some-college,Sales,1
22,White,Female,Bachelors,Prof-specialty,0
59,White,Male,9th,Transport-moving,1
38,White,Male,HS-grad,Transport-moving,0
20,White,Male,HS-grad,Transport-moving,0
90,White,Female,9th,Adm-clerical,0
35,White,Male,Assoc-voc,Sales,0
50,White,Male,HS-grad,Protective-serv,1
45,White,Male,Doctorate,Prof-specialty,1
44,White,Male,Masters,Exec-managerial,1
23,White,Male,Assoc-acdm,Prof-specialty,0
34,White,Male,11th,Handlers-cleaners,0
23,White,Female,Bachelors,Sales,0
39,White,Male,Some-college,Protective-serv,0
19,White,Male,Some-college,Handlers-cleaners,0
54,White,Male,Some-college,Exec-managerial,1
40,White,Male,Masters,Prof-specialty,0
44,White,Male,Some-college,Sales,0
31,White,Female,Some-college,Adm-clerical,1
25,White,Male,9th,Handlers-cleaners,0
33,White,Female,Bachelors,Exec-managerial,1
32,White,Male,HS-grad,Transport-moving,0
36,White,Male,10th,Machine-op-inspct,0
47,Other,Male,Some-college,Prof-specialty,1
80,White,Female,Masters,Prof-specialty,0
21,White,Female,Some-college,Sales,0
35,White,Male,Some-college,Farming-fishing,0
77,White,Male,Masters,?,0
30,White,Male,HS-grad,Transport-moving,0
35,White,Male,HS-grad,?,0
49,White,Male,7th-8th,Handlers-cleaners,0
33,White,Female,HS-grad,Adm-clerical,0
53,White,Male,Some-college,Farming-fishing,0
41,White,Male,HS-grad,Handlers-cleaners,0
57,White,Male,Bachelors,Machine-op-inspct,1
21,White,Female,Some-college,?,0
19,White,Female,Some-college,Other-service,0
28,White,Female,Bachelors,Exec-managerial,0
42,White,Male,Masters,Adm-clerical,0
29,White,Male,Some-college,Farming-fishing,0
38,White,Female,Assoc-voc,?,0
26,White,Male,Some-college,Other-service,0
41,White,Male,Some-college,Craft-repair,1
40,White,Female,Some-college,Exec-managerial,0
36,White,Male,Doctorate,Prof-specialty,1
28,White,Male,HS-grad,Exec-managerial,0
25,Black,Female,Bachelors,Adm-clerical,0
42,White,Male,HS-grad,Farming-fishing,0
32,White,Male,HS-grad,Craft-repair,0
32,White,Male,Assoc-acdm,Adm-clerical,0
37,White,Male,5th-6th,Craft-repair,0
39,White,Male,HS-grad,Protective-serv,0
49,White,Male,Bachelors,Craft-repair,0
28,Black,Male,HS-grad,?,0
24,White,Female,9th,?,0
19,White,Female,HS-grad,Sales,0
31,White,Male,HS-grad,Transport-moving,0
40,White,Female,HS-grad,Machine-op-inspct,0
29,White,Male,7th-8th,Handlers-cleaners,0
59,White,Male,HS-grad,Farming-fishing,0
52,White,Male,Assoc-acdm,Protective-serv,1
27,White,Male,Bachelors,Exec-managerial,0
45,White,Male,Bachelors,Prof-specialty,1
58,Asian-Pac-Islander,Male,Bachelors,Other-service,0
53,White,Male,Bachelors,Exec-managerial,0
23,White,Male,HS-grad,Handlers-cleaners,0
35,White,Male,11th,Handlers-cleaners,0
49,White,Male,HS-grad,Exec-managerial,0
49,White,Female,Assoc-acdm,Exec-managerial,0
25,White,Male,12th,Craft-repair,0
47,White,Female,Masters,Prof-specialty,1
28,White,Female,Assoc-acdm,Adm-clerical,0
20,White,Female,Some-college,Exec-managerial,0
74,White,Male,5th-6th,?,0
19,White,Male,HS-grad,Machine-op-inspct,0
28,White,Male,HS-grad,Machine-op-inspct,0
31,Black,Female,Some-college,Adm-clerical,0
61,White,Male,Some-college,?,0
30,White,Male,Assoc-voc,Handlers-cleaners,0
20,White,Male,Some-college,?,0
35,White,Male,7th-8th,Machine-op-inspct,1
23,White,Male,Bachelors,Other-service,0
25,White,Female,Bachelors,Exec-managerial,1
19,White,Male,HS-grad,Other-service,0
30,White,Male,Masters,Prof-specialty,1
26,White,Male,HS-grad,Craft-repair,0
34,White,Male,HS-grad,Transport-moving,0
49,Black,Female,Bachelors,Exec-managerial,0
35,White,Male,Some-college,Handlers-cleaners,0
38,White,Female,HS-grad,Sales,0
36,Black,Male,HS-grad,Handlers-cleaners,0
33,Amer-Indian-Eskimo,Male,HS-grad,Prof-specialty,1
54,White,Female,Some-college,Other-service,0
19,White,Male,HS-grad,Craft-repair,0
18,White,Male,10th,?,0
60,White,Male,HS-grad,Craft-repair,0
28,White,Male,HS-grad,Craft-repair,0
43,White,Male,HS-grad,Sales,0
49,White,Male,5th-6th,Other-service,0
25,White,Male,Bachelors,Prof-specialty,0
17,White,Male,10th,Sales,0
41,White,Male,Bachelors,Sales,1
30,Black,Male,Some-college,Transport-moving,0
90,White,Male,Masters,Exec-managerial,1
25,White,Male,HS-grad,Protective-serv,0
27,White,Male,Assoc-voc,Sales,0
29,White,Male,HS-grad,Craft-repair,0
55,Black,Male,Some-college,Protective-serv,1
31,Black,Female,Bachelors,Exec-managerial,0
43,White,Male,Assoc-voc,Craft-repair,0
63,White,Female,Masters,Prof-specialty,1
46,White,Male,7th-8th,Transport-moving,0
59,White,Male,HS-grad,Sales,0
42,Black,Female,Bachelors,Exec-managerial,1
26,White,Female,Bachelors,Adm-clerical,0
26,White,Male,Some-college,Sales,0
20,White,Female,Some-college,?,0
19,Black,Female,HS-grad,?,0
61,White,Male,9th,Handlers-cleaners,1
23,White,Male,HS-grad,Exec-managerial,0
24,White,Female,HS-grad,Adm-clerical,0
35,White,Male,Bachelors,Tech-support,1
42,White,Male,HS-grad,Sales,0
31,White,Female,12th,Other-service,0
31,White,Female,HS-grad,Machine-op-inspct,0
63,White,Female,Bachelors,Adm-clerical,0
29,White,Female,Assoc-voc,Tech-support,0
43,White,Male,Bachelors,Prof-specialty,0
22,Asian-Pac-Islander,Female,Bachelors,Adm-clerical,0
17,White,Male,11th,Other-service,0
23,White,Male,Bachelors,Adm-clerical,1
35,White,Male,9th,Craft-repair,0
32,Other,Female,HS-grad,Other-service,0
50,White,Male,Bachelors,Exec-managerial,1
25,White,Male,HS-grad,Transport-moving,0
26,White,Female,Masters,Prof-specialty,0
32,White,Male,Bachelors,Exec-managerial,0
29,White,Male,Assoc-voc,Craft-repair,0
57,White,Male,Some-college,Prof-specialty,1
90,Black,Male,Masters,Exec-managerial,1
35,White,Female,Assoc-voc,Prof-specialty,1
31,Black,Male,Some-college,Sales,1
60,White,Female,HS-grad,Sales,0
21,White,Female,Assoc-voc,Adm-clerical,0
71,White,Female,Masters,Prof-specialty,0
22,White,Male,Assoc-voc,Other-service,0
50,White,Female,HS-grad,Adm-clerical,0
37,White,Male,Some-college,Sales,1
23,Asian-Pac-Islander,Female,HS-grad,Adm-clerical,0
74,White,Male,HS-grad,Other-service,0
67,White,Male,Some-college,Sales,0
59,White,Male,Some-college,Craft-repair,1
28,White,Male,HS-grad,Transport-moving,0
45,Amer-Indian-Eskimo,Male,HS-grad,Farming-fishing,0
63,White,Male,Some-college,Farming-fishing,0
39,White,Female,Bachelors,Prof-specialty,0
33,Black,Female,Some-college,Other-service,0
32,Asian-Pac-Islander,Male,Bachelors,Other-service,0
34,White,Male,Bachelors,Exec-managerial,1
39,White,Male,HS-grad,Handlers-cleaners,0
29,White,Male,Masters,Adm-clerical,0
22,White,Male,HS-grad,Machine-op-inspct,0
53,White,Female,Bachelors,Sales,1
46,White,Male,Assoc-voc,Craft-repair,0
51,White,Female,Some-college,Other-service,1
44,White,Female,Prof-school,Prof-specialty,0
56,White,Female,HS-grad,Adm-clerical,0
27,Black,Female,Bachelors,Adm-clerical,0
52,Asian-Pac-Islander,Female,9th,Machine-op-inspct,0
39,White,Male,Bachelors,Prof-specialty,1
45,White,Male,Some-college,Exec-managerial,1
37,White,Male,Some-college,Craft-repair,0
33,White,Male,HS-grad,Adm-clerical,0
35,White,Female,HS-grad,?,0
46,White,Female,5th-6th,Craft-repair,0
35,White,Female,12th,Craft-repair,0
33,Black,Male,HS-grad,Exec-managerial,0
48,White,Male,Bachelors,Sales,0
32,White,Male,HS-grad,Machine-op-inspct,0
18,White,Male,10th,?,0
20,White,Female,Some-college,Other-service,0
35,Asian-Pac-Islander,Male,HS-grad,Transport-moving,0
19,White,Female,HS-grad,Handlers-cleaners,0
21,White,Female,HS-grad,Sales,0
56,White,Female,11th,Machine-op-inspct,0
28,White,Female,Bachelors,Adm-clerical,0
45,White,Female,HS-grad,Craft-repair,0
32,White,Female,Assoc-voc,Adm-clerical,0
44,White,Male,Bachelors,Craft-repair,0
55,White,Male,HS-grad,Prof-specialty,1
34,White,Male,Some-college,Adm-clerical,1
33,White,Male,Masters,Prof-specialty,1
36,White,Male,Bachelors,Exec-managerial,0
25,White,Female,HS-grad,Adm-clerical,0
28,White,Male,Bachelors,Sales,0
39,White,Male,Bachelors,Sales,1
53,White,Female,10th,Machine-op-inspct,0
47,Amer-Indian-Eskimo,Female,HS-grad,Exec-managerial,0
49,White,Male,Assoc-voc,Exec-managerial,0
22,Amer-Indian-Eskimo,Male,HS-grad,Handlers-cleaners,0
31,White,Male,Some-college,Adm-clerical,0
44,White,Male,Some-college,Other-service,0
19,White,Male,HS-grad,Prof-specialty,0
37,White,Male,HS-grad,Craft-repair,0
60,White,Male,HS-grad,?,0
23,White,Male,Some-college,Handlers-cleaners,0
44,White,Male,Prof-school,Prof-specialty,1
54,White,Female,HS-grad,Other-service,0
23,White,Male,HS-grad,Craft-repair,0
21,White,Female,Some-college,Other-service,0
19,White,Male,Some-college,Prof-specialty,0
51,White,Male,Bachelors,Craft-repair,1
41,White,Male,Bachelors,Exec-managerial,1
61,White,Male,Some-college,Tech-support,1
19,Amer-Indian-Eskimo,Female,10th,Adm-clerical,0
22,White,Male,Bachelors,Sales,0
22,White,Female,HS-grad,Other-service,0
49,White,Male,7th-8th,Prof-specialty,0
35,White,Male,10th,Machine-op-inspct,0
38,White,Male,Some-college,Sales,0
29,White,Male,HS-grad,Prof-specialty,1
56,White,Male,Assoc-voc,Craft-repair,1
41,White,Female,Some-college,Exec-managerial,0
62,White,Male,Masters,Sales,1
27,White,Male,HS-grad,Protective-serv,0
55,White,Female,HS-grad,?,0
25,White,Male,HS-grad,Sales,0
33,White,Male,Bachelors,Prof-specialty,1
26,White,Female,HS-grad,Adm-clerical,0
43,White,Male,HS-grad,Machine-op-inspct,0
53,White,Male,Masters,Adm-clerical,1
43,White,Female,Bachelors,Other-service,0
56,White,Male,HS-grad,Craft-repair,0
25,White,Male,Bachelors,Sales,0
60,Black,Male,Masters,Prof-specialty,0
28,White,Female,Some-college,Adm-clerical,0
21,White,Male,HS-grad,Machine-op-inspct,0
40,Black,Female,Bachelors,Adm-clerical,0
29,Black,Male,HS-grad,Craft-repair,0
20,White,Female,Some-college,Craft-repair,0
25,White,Male,HS-grad,Craft-repair,1
18,White,Female,11th,Sales,0
32,White,Male,Assoc-acdm,Other-service,0
27,Other,Male,1st-4th,Other-service,0
48,White,Female,HS-grad,Machine-op-inspct,0
20,White,Female,Some-college,Sales,0
55,White,Female,HS-grad,Sales,0
33,White,Female,Bachelors,Prof-specialty,1
21,White,Female,Some-college,Adm-clerical,0
43,White,Male,HS-grad,Craft-repair,0
35,White,Male,Some-college,Machine-op-inspct,0
39,White,Male,Bachelors,Prof-specialty,1
19,Asian-Pac-Islander,Female,HS-grad,Sales,0
